epoch,loss
1,0.12040357287646637
2,0.03727942650395273
3,0.030178259325261993
4,0.027127111375615506
5,0.025034070479125262
6,0.024891701384232412
7,0.023902536183357314
8,0.022937157165714355
9,0.02285289815320173
10,0.022837040148036683
