epoch,loss
1,0.17740013777151448
2,0.0859023617915404
3,0.07507463150984839
4,0.06960163103632262
5,0.06700537639764816
6,0.06521950042803587
7,0.06381377586838685
8,0.06322829770812108
9,0.06134347331853761
10,0.06118367851776758
